offer_accepted,reward,mailer_type,income_level,bank_accounts_open,overdraft_protection,credit_rating,credit_cards_held,homes_owned,household_size,own_your_home,average_balance,q1_balance,q2_balance,q3_balance,q4_balance
No,Air Miles,Letter,Low,1,No,Low,1,1,6,No,995.0,304.0,714.0,1255.0,1707.0
No,Air Miles,Letter,Low,1,Yes,Medium,2,1,4,Yes,930.5,1700.0,1412.0,543.0,67.0
No,Points,Letter,Medium,1,No,Medium,1,1,2,Yes,1209.25,864.0,1199.0,1910.0,864.0
No,Points,Postcard,High,1,No,Medium,2,1,5,Yes,1081.25,1711.0,957.0,739.0,918.0
No,Points,Postcard,Medium,1,No,Low,2,1,3,Yes,1091.75,1878.0,1479.0,918.0,92.0
No,Points,Postcard,High,1,Yes,Low,1,1,5,Yes,1152.5,1035.0,1719.0,1390.0,466.0
No,Points,Letter,Medium,1,No,Medium,2,1,3,No,682.25,510.0,787.0,754.0,678.0
No,Cash Back,Postcard,Low,2,No,Low,3,1,5,Yes,1109.25,440.0,634.0,1769.0,1594.0
No,Cash Back,Letter,Medium,1,No,Medium,1,1,4,Yes,934.5,1260.0,919.0,1277.0,282.0
Yes,Air Miles,Postcard,Low,1,No,Low,1,1,3,Yes,1331.75,980.0,681.0,1624.0,2042.0
No,Air Miles,Postcard,High,1,No,Low,3,1,4,Yes,1164.5,72.0,1574.0,2038.0,974.0
No,Points,Postcard,Medium,1,No,Low,1,1,4,Yes,835.25,842.0,984.0,957.0,558.0
No,Cash Back,Postcard,High,1,No,High,2,1,3,No,383.75,353.0,471.0,443.0,268.0
No,Air Miles,Postcard,Medium,1,No,Medium,1,1,6,Yes,993.25,81.0,1091.0,1260.0,1541.0
No,Air Miles,Letter,Low,1,No,Low,2,1,3,No,918.0,513.0,879.0,1485.0,795.0
No,Cash Back,Letter,High,1,No,Medium,1,1,4,Yes,1093.25,728.0,850.0,1865.0,930.0
No,Points,Letter,High,2,Yes,High,2,1,3,No,1431.5,1354.0,1102.0,1842.0,1428.0
No,Points,Postcard,Medium,1,No,Medium,2,1,3,Yes,1138.0,359.0,1787.0,1676.0,730.0
No,Points,Letter,Medium,1,No,High,1,2,3,Yes,338.5,360.0,447.0,143.0,404.0
No,Air Miles,Postcard,Low,1,No,Medium,3,1,3,Yes,1146.5,1713.0,1465.0,425.0,983.0
No,Points,Letter,Medium,2,No,High,2,2,3,Yes,845.5,323.0,493.0,1280.0,1286.0
No,Air Miles,Letter,Medium,1,No,High,2,2,3,Yes,969.25,1961.0,1055.0,586.0,275.0
No,Air Miles,Postcard,Medium,1,No,Medium,2,1,4,Yes,749.25,963.0,875.0,651.0,508.0
No,Points,Letter,High,2,Yes,Low,3,1,3,Yes,146.25,123.0,135.0,274.0,53.0
No,Points,Letter,Low,1,Yes,Low,2,2,2,Yes,1267.75,734.0,1708.0,1274.0,1355.0
No,Points,Letter,Medium,1,No,Low,3,1,4,Yes,1168.0,80.0,1259.0,1250.0,2083.0
No,Points,Letter,Low,2,No,High,2,1,3,Yes,1107.25,1830.0,940.0,1019.0,640.0
No,Cash Back,Letter,Low,1,Yes,Medium,2,1,2,Yes,724.0,836.0,930.0,581.0,549.0
No,Cash Back,Letter,Medium,1,Yes,Medium,2,2,3,Yes,1079.0,1965.0,1386.0,945.0,20.0
No,Cash Back,Postcard,Medium,1,No,Medium,2,1,4,Yes,263.5,288.0,266.0,3.0,497.0
No,Cash Back,Letter,High,1,Yes,Medium,2,1,3,Yes,1238.75,809.0,1248.0,1508.0,1390.0
No,Cash Back,Letter,High,2,Yes,High,1,1,4,No,1001.0,50.0,1246.0,1099.0,1609.0
No,Air Miles,Letter,High,1,No,Low,1,1,4,No,1155.25,1993.0,1789.0,705.0,134.0
No,Cash Back,Letter,High,1,No,High,2,1,3,Yes,1090.75,1626.0,1409.0,541.0,787.0
No,Cash Back,Postcard,Low,1,No,Medium,2,1,5,Yes,1175.75,892.0,1589.0,1569.0,653.0
No,Points,Letter,Low,1,No,Low,1,2,2,No,1276.0,923.0,1199.0,1779.0,1203.0
No,Air Miles,Postcard,Low,1,No,Medium,2,1,3,Yes,773.0,583.0,923.0,778.0,808.0
No,Air Miles,Postcard,Medium,1,No,High,2,1,2,Yes,980.75,1678.0,1099.0,435.0,711.0
No,Air Miles,Postcard,Medium,1,No,High,3,1,3,No,933.5,248.0,775.0,896.0,1815.0
No,Cash Back,Postcard,Low,1,No,Low,2,1,4,Yes,1012.5,1660.0,869.0,1225.0,296.0
No,Air Miles,Letter,High,1,No,Low,2,2,3,Yes,865.0,853.0,671.0,986.0,950.0
No,Air Miles,Letter,High,1,No,Medium,1,2,3,Yes,1386.5,1412.0,1178.0,1993.0,963.0
No,Air Miles,Postcard,Medium,1,Yes,High,2,1,5,No,1195.75,1122.0,1614.0,866.0,1181.0
No,Points,Postcard,High,2,No,Low,2,1,4,Yes,996.75,351.0,1369.0,1256.0,1011.0
No,Cash Back,Letter,Medium,2,No,Low,1,1,3,Yes,855.5,232.0,840.0,902.0,1448.0
No,Points,Letter,High,1,No,Medium,2,1,4,Yes,540.0,609.0,508.0,534.0,509.0
No,Points,Postcard,Low,2,No,Low,1,2,2,Yes,895.25,751.0,958.0,933.0,939.0
No,Points,Letter,Low,1,No,Medium,2,1,3,Yes,1243.75,2003.0,1239.0,1166.0,567.0
Yes,Points,Postcard,High,1,No,Low,1,1,4,Yes,1109.0,477.0,1242.0,1776.0,941.0
No,Air Miles,Letter,Medium,2,No,Medium,2,1,2,No,679.0,675.0,532.0,547.0,962.0
No,Points,Postcard,Medium,2,No,Medium,3,1,3,No,235.5,495.0,168.0,98.0,181.0
No,Air Miles,Postcard,Medium,1,No,High,3,2,4,Yes,1106.5,291.0,1353.0,1041.0,1741.0
No,Cash Back,Postcard,Medium,1,No,Medium,1,1,3,No,989.25,267.0,1544.0,1215.0,931.0
No,Points,Letter,Low,1,No,Low,1,1,2,Yes,1143.0,505.0,1210.0,2074.0,783.0
Yes,Points,Postcard,Medium,2,No,Low,3,1,4,No,1155.75,548.0,734.0,1695.0,1646.0
No,Air Miles,Letter,High,1,No,Low,3,2,4,Yes,1123.75,486.0,1610.0,1845.0,554.0
No,Cash Back,Letter,Medium,2,Yes,High,2,1,3,Yes,948.75,1664.0,1082.0,849.0,200.0
No,Air Miles,Letter,Low,1,No,Low,1,1,5,Yes,952.5,1707.0,1197.0,896.0,10.0
No,Cash Back,Postcard,Medium,1,No,High,3,1,4,No,1131.25,744.0,1117.0,1730.0,934.0
No,Cash Back,Letter,Low,2,No,High,1,1,6,Yes,118.0,182.0,121.0,80.0,89.0
No,Points,Letter,Medium,2,No,Low,1,1,3,Yes,979.75,667.0,887.0,1805.0,560.0
No,Air Miles,Letter,Medium,1,No,Medium,2,1,4,Yes,746.75,849.0,658.0,602.0,878.0
No,Points,Postcard,Medium,1,No,Medium,2,1,4,Yes,937.25,1738.0,1039.0,817.0,155.0
No,Cash Back,Postcard,Medium,1,No,Medium,1,1,4,Yes,1355.25,738.0,1624.0,1738.0,1321.0
No,Points,Postcard,Medium,2,No,Low,1,1,4,No,1263.5,849.0,1468.0,1435.0,1302.0
No,Points,Letter,Medium,2,No,High,1,1,3,No,1023.5,287.0,529.0,1525.0,1753.0
No,Air Miles,Postcard,Medium,1,No,Low,1,1,6,Yes,747.25,576.0,774.0,986.0,653.0
No,Points,Letter,Low,1,No,Medium,1,1,3,No,197.0,212.0,345.0,90.0,141.0
Yes,Points,Letter,Low,2,No,Low,1,1,6,Yes,1263.0,757.0,1524.0,1427.0,1344.0
No,Air Miles,Letter,Medium,2,Yes,High,1,1,4,Yes,1046.0,1297.0,1357.0,832.0,698.0
No,Points,Postcard,High,1,No,Medium,3,1,4,Yes,937.25,399.0,824.0,995.0,1531.0
No,Air Miles,Postcard,High,1,No,Medium,1,1,4,Yes,1306.5,1033.0,1202.0,1522.0,1469.0
No,Cash Back,Postcard,High,2,No,Medium,3,1,4,No,1445.0,801.0,1172.0,2285.0,1522.0
No,Cash Back,Letter,Medium,1,Yes,High,2,1,3,No,1024.5,13.0,1080.0,2028.0,977.0
No,Points,Postcard,High,1,No,Medium,1,1,4,Yes,1108.5,898.0,1312.0,827.0,1397.0
No,Cash Back,Postcard,Medium,1,No,High,2,2,4,No,1198.25,945.0,1780.0,1088.0,980.0
No,Cash Back,Letter,High,2,No,Low,2,1,2,Yes,918.25,51.0,1619.0,1209.0,794.0
No,Points,Letter,Low,1,No,Low,1,1,4,Yes,226.75,149.0,481.0,211.0,66.0
No,Cash Back,Letter,Medium,1,No,Medium,1,1,4,Yes,1088.75,100.0,1092.0,2175.0,988.0
No,Points,Postcard,Medium,1,No,Low,2,1,4,Yes,292.5,351.0,208.0,410.0,201.0
No,Cash Back,Letter,Medium,1,No,Low,2,1,3,Yes,1759.25,1731.0,1748.0,1625.0,1933.0
No,Cash Back,Letter,Medium,1,Yes,Low,1,2,3,Yes,1162.0,804.0,1045.0,2265.0,534.0
Yes,Points,Postcard,Medium,1,No,Low,2,2,4,Yes,1052.75,1997.0,990.0,467.0,757.0
No,Cash Back,Postcard,Medium,2,No,Medium,3,1,3,No,1301.25,407.0,1717.0,2166.0,915.0
No,Cash Back,Postcard,Medium,2,No,Medium,2,1,4,Yes,1070.25,391.0,1071.0,2182.0,637.0
No,Points,Postcard,Medium,2,No,High,1,1,1,Yes,1216.0,946.0,1230.0,882.0,1806.0
No,Air Miles,Letter,Low,2,No,High,1,2,3,Yes,896.5,1596.0,1009.0,520.0,461.0
No,Air Miles,Letter,Medium,1,No,High,4,2,4,Yes,1224.0,1440.0,885.0,1624.0,947.0
No,Points,Postcard,Medium,1,No,Medium,1,1,2,Yes,1326.75,2046.0,1437.0,1342.0,482.0
No,Cash Back,Letter,High,1,No,High,1,1,4,Yes,1318.75,480.0,1751.0,1319.0,1725.0
No,Points,Postcard,Medium,2,No,Medium,2,1,4,Yes,628.25,508.0,850.0,520.0,635.0
No,Air Miles,Postcard,High,1,No,High,3,1,4,Yes,1509.75,1311.0,1480.0,1468.0,1780.0
No,Points,Postcard,High,1,No,Medium,3,1,4,Yes,1073.75,1856.0,1225.0,758.0,456.0
No,Points,Postcard,Medium,1,No,Low,1,1,3,Yes,762.0,797.0,656.0,832.0,763.0
No,Cash Back,Postcard,Medium,2,No,Low,2,1,1,Yes,838.5,823.0,843.0,727.0,961.0
No,Points,Postcard,High,1,No,High,3,1,4,Yes,1299.75,1342.0,1496.0,1327.0,1034.0
No,Air Miles,Postcard,Medium,1,No,Low,3,1,3,Yes,1116.5,1747.0,1797.0,625.0,297.0
No,Cash Back,Postcard,Low,1,Yes,High,1,1,3,Yes,1065.0,980.0,1041.0,961.0,1278.0
No,Points,Postcard,Medium,1,No,Medium,3,1,3,Yes,856.5,267.0,586.0,1365.0,1208.0
No,Air Miles,Letter,Medium,1,No,High,2,1,3,Yes,897.25,135.0,1165.0,1668.0,621.0
No,Points,Postcard,High,1,No,Low,2,2,4,Yes,1499.5,1177.0,1485.0,1890.0,1446.0
No,Air Miles,Postcard,Medium,1,Yes,Low,1,1,5,Yes,969.5,1524.0,1174.0,683.0,497.0
No,Points,Postcard,High,1,No,Medium,2,1,4,Yes,1319.0,721.0,1042.0,2277.0,1236.0
No,Cash Back,Postcard,Medium,1,Yes,Low,1,1,3,Yes,1297.0,948.0,1792.0,990.0,1458.0
No,Cash Back,Postcard,High,1,No,Low,1,2,3,Yes,616.0,647.0,715.0,573.0,529.0
No,Cash Back,Postcard,Medium,1,No,Low,2,2,5,Yes,1302.75,908.0,785.0,2139.0,1379.0
No,Air Miles,Letter,Low,1,No,High,1,1,5,Yes,777.5,548.0,906.0,945.0,711.0
No,Air Miles,Letter,Low,1,No,Medium,2,1,4,Yes,1062.25,928.0,811.0,1411.0,1099.0
No,Cash Back,Postcard,Medium,1,No,High,2,1,3,Yes,1200.0,473.0,1267.0,1287.0,1773.0
No,Air Miles,Postcard,Medium,1,No,High,2,2,4,Yes,1121.5,1524.0,1672.0,875.0,415.0
No,Cash Back,Postcard,Medium,1,Yes,Medium,1,1,6,No,1115.5,340.0,439.0,1829.0,1854.0
No,Cash Back,Letter,High,1,Yes,Low,2,1,4,No,1105.25,1939.0,1171.0,962.0,349.0
No,Air Miles,Letter,Medium,1,No,Medium,3,2,4,Yes,707.5,761.0,880.0,684.0,505.0
No,Cash Back,Letter,Medium,2,No,Low,2,1,4,Yes,658.75,881.0,552.0,698.0,504.0
No,Points,Postcard,High,1,No,Medium,3,1,4,Yes,153.5,460.0,22.0,41.0,91.0
No,Cash Back,Letter,Medium,1,No,High,2,1,2,Yes,1149.75,2125.0,1649.0,611.0,214.0
No,Air Miles,Letter,Medium,1,Yes,Medium,1,1,4,Yes,1001.25,455.0,581.0,1693.0,1276.0
No,Air Miles,Postcard,Medium,2,Yes,Low,1,1,4,No,1020.0,1895.0,1152.0,914.0,119.0
No,Points,Letter,Medium,1,No,Low,2,1,4,Yes,785.0,927.0,774.0,576.0,863.0
No,Air Miles,Letter,High,2,No,High,2,1,4,Yes,1130.0,806.0,1216.0,1336.0,1162.0
No,Air Miles,Letter,Low,1,No,Low,1,1,3,Yes,1016.5,954.0,929.0,1714.0,469.0
No,Air Miles,Letter,Low,1,No,High,3,1,4,Yes,1694.0,1974.0,1569.0,1510.0,1723.0
No,Points,Postcard,Medium,1,Yes,High,1,1,3,No,980.25,936.0,824.0,1258.0,903.0
No,Points,Postcard,Medium,2,No,Low,2,1,3,No,1191.75,2045.0,825.0,1279.0,618.0
No,Cash Back,Postcard,Medium,1,No,Medium,2,1,2,Yes,1033.25,1667.0,1364.0,631.0,471.0
Yes,Cash Back,Postcard,Medium,1,No,Low,1,1,1,No,727.5,820.0,829.0,712.0,549.0
No,Cash Back,Letter,Low,1,Yes,Medium,1,1,3,Yes,1310.5,791.0,1415.0,2018.0,1018.0
No,Cash Back,Postcard,Low,1,No,Medium,4,1,2,Yes,769.25,925.0,822.0,686.0,644.0
No,Cash Back,Letter,Medium,1,No,Low,2,1,3,No,793.25,2.0,926.0,1558.0,687.0
No,Air Miles,Postcard,Medium,1,No,High,1,1,3,No,1237.75,1301.0,1433.0,1320.0,897.0
Yes,Air Miles,Postcard,High,1,No,High,2,1,2,Yes,1147.0,434.0,972.0,1048.0,2134.0
No,Cash Back,Postcard,Medium,1,No,High,2,1,5,Yes,1076.5,34.0,1046.0,2045.0,1181.0
No,Cash Back,Postcard,Medium,1,No,High,2,1,1,Yes,1342.25,812.0,1514.0,1989.0,1054.0
No,Points,Letter,Medium,2,No,Medium,1,1,2,No,1127.0,293.0,945.0,1729.0,1541.0
No,Cash Back,Letter,Medium,2,No,Medium,3,1,5,No,1087.75,2147.0,1001.0,1051.0,152.0
No,Air Miles,Postcard,Medium,1,No,Low,3,1,4,Yes,992.25,38.0,1048.0,1267.0,1616.0
No,Air Miles,Letter,Low,1,No,Low,2,1,3,No,1153.75,606.0,638.0,1607.0,1764.0
No,Air Miles,Postcard,Medium,2,No,Medium,2,1,5,Yes,900.5,1835.0,1056.0,590.0,121.0
No,Points,Postcard,Low,2,No,High,1,2,3,Yes,984.0,1416.0,1055.0,551.0,914.0
No,Points,Letter,Medium,1,No,Low,2,1,4,Yes,1110.25,1320.0,1779.0,1073.0,269.0
No,Points,Letter,Medium,1,No,High,3,1,4,Yes,1190.25,1977.0,1285.0,1381.0,118.0
No,Cash Back,Postcard,Low,1,No,Low,2,1,3,Yes,1278.5,1723.0,1468.0,1317.0,606.0
No,Air Miles,Postcard,Medium,2,No,High,1,1,5,Yes,978.5,284.0,736.0,1676.0,1218.0
No,Cash Back,Letter,Medium,1,No,High,1,1,3,Yes,1088.75,1745.0,1234.0,961.0,415.0
No,Air Miles,Letter,Medium,1,No,Medium,2,1,4,No,876.5,408.0,568.0,1205.0,1325.0
No,Air Miles,Letter,Low,1,No,High,2,1,2,No,1696.25,1933.0,1655.0,1613.0,1584.0
No,Points,Letter,Medium,1,No,Low,1,1,3,Yes,1316.0,964.0,1010.0,2154.0,1136.0
No,Air Miles,Letter,High,1,No,High,2,1,3,Yes,947.0,573.0,806.0,1641.0,768.0
No,Points,Postcard,Medium,1,No,Medium,2,1,3,No,971.75,1227.0,813.0,1211.0,636.0
Yes,Air Miles,Postcard,High,1,No,Medium,3,1,2,Yes,1027.5,895.0,918.0,1811.0,486.0
No,Cash Back,Postcard,Low,1,No,High,2,2,3,Yes,1150.75,1474.0,1738.0,687.0,704.0
No,Points,Postcard,Medium,1,No,Low,3,1,2,No,1125.0,473.0,704.0,1301.0,2022.0
No,Cash Back,Postcard,Medium,1,No,Low,2,1,4,No,909.75,1519.0,1060.0,787.0,273.0
No,Air Miles,Letter,Medium,2,No,Medium,2,3,4,No,1059.0,1856.0,1381.0,821.0,178.0
No,Cash Back,Postcard,High,2,No,Medium,1,2,3,Yes,1178.5,1683.0,1715.0,693.0,623.0
No,Cash Back,Letter,Medium,1,Yes,Low,1,1,2,Yes,878.25,987.0,871.0,958.0,697.0
No,Air Miles,Letter,Medium,1,No,Low,2,2,4,Yes,865.25,226.0,1334.0,1341.0,560.0
No,Points,Letter,Medium,1,No,Medium,1,1,4,No,1467.25,1254.0,1592.0,1309.0,1714.0
No,Air Miles,Letter,Medium,1,No,Low,2,1,2,Yes,946.5,49.0,1537.0,1217.0,983.0
No,Cash Back,Letter,High,1,No,Medium,1,1,3,No,863.25,933.0,980.0,785.0,755.0
No,Cash Back,Letter,Low,1,Yes,Medium,3,2,4,No,1018.75,1974.0,1127.0,533.0,441.0
No,Points,Postcard,Low,2,No,Low,3,2,4,Yes,1707.75,1549.0,1756.0,1966.0,1560.0
No,Points,Postcard,Medium,1,No,High,2,1,5,No,288.25,224.0,426.0,114.0,389.0
No,Cash Back,Postcard,Medium,1,No,Low,3,1,3,Yes,1172.25,1899.0,990.0,1351.0,449.0
No,Air Miles,Postcard,High,2,No,High,3,1,4,No,910.0,1737.0,1012.0,857.0,34.0
No,Points,Postcard,High,1,No,High,2,1,5,Yes,942.25,1604.0,1137.0,555.0,473.0
No,Cash Back,Letter,High,1,No,Medium,2,2,4,Yes,971.5,1410.0,1294.0,429.0,753.0
Yes,Air Miles,Postcard,Medium,1,No,Medium,1,1,5,Yes,791.75,864.0,952.0,573.0,778.0
No,Cash Back,Postcard,Low,2,Yes,High,2,2,3,Yes,1123.5,70.0,1162.0,2029.0,1233.0
No,Air Miles,Letter,Low,1,No,High,1,1,5,Yes,1299.0,126.0,1124.0,2269.0,1677.0
No,Cash Back,Letter,Medium,1,Yes,Medium,2,1,5,No,662.75,679.0,726.0,601.0,645.0
No,Air Miles,Postcard,High,1,No,High,2,1,5,Yes,889.75,658.0,620.0,1258.0,1023.0
No,Cash Back,Letter,Low,1,No,Medium,1,1,2,Yes,1254.75,281.0,1310.0,1641.0,1787.0
No,Points,Letter,Medium,2,No,Low,2,1,5,Yes,1231.75,36.0,1615.0,2111.0,1165.0
No,Cash Back,Letter,Medium,1,No,Low,3,2,5,No,1792.5,1643.0,1802.0,1968.0,1757.0
No,Cash Back,Postcard,Low,1,No,Medium,2,1,3,Yes,1365.5,790.0,1610.0,1862.0,1200.0
No,Air Miles,Postcard,Medium,1,No,Medium,2,1,2,Yes,1136.75,1657.0,1306.0,1376.0,208.0
No,Air Miles,Letter,Low,1,No,Low,2,1,4,Yes,840.75,718.0,881.0,817.0,947.0
No,Cash Back,Letter,High,1,No,Low,1,1,3,No,1259.75,2175.0,1700.0,851.0,313.0
No,Points,Letter,Low,1,No,High,1,2,5,Yes,1276.0,464.0,1385.0,1540.0,1715.0
No,Points,Letter,Medium,1,No,Medium,1,1,2,Yes,1054.25,1676.0,1162.0,826.0,553.0
No,Cash Back,Postcard,Medium,1,No,High,3,1,4,No,939.0,1674.0,1172.0,715.0,195.0
No,Points,Letter,Low,2,No,Medium,3,2,4,No,1044.0,32.0,1727.0,1983.0,434.0
No,Air Miles,Postcard,Medium,1,Yes,Medium,3,1,3,Yes,1196.75,411.0,1464.0,1787.0,1125.0
No,Cash Back,Postcard,Low,1,No,Low,1,1,2,No,973.5,1886.0,1209.0,658.0,141.0
No,Points,Postcard,Low,1,No,Medium,3,1,5,Yes,1710.25,1808.0,1556.0,1586.0,1891.0
No,Cash Back,Postcard,Medium,1,No,High,3,1,4,No,291.25,349.0,462.0,154.0,200.0
No,Cash Back,Postcard,High,1,No,High,1,1,4,No,1016.25,881.0,1082.0,1455.0,647.0
No,Cash Back,Postcard,Medium,1,No,High,2,1,5,No,1121.5,115.0,1613.0,2169.0,589.0
No,Air Miles,Postcard,Low,2,No,Low,2,1,3,No,1039.75,668.0,508.0,1473.0,1510.0
No,Cash Back,Postcard,Low,1,No,Medium,1,1,5,Yes,377.25,376.0,238.0,500.0,395.0
No,Air Miles,Postcard,Medium,1,No,Medium,1,1,5,No,1097.75,689.0,1206.0,1960.0,536.0
No,Points,Postcard,Low,1,No,High,1,1,4,No,1391.5,1968.0,1702.0,1200.0,696.0
No,Air Miles,Letter,Medium,2,No,High,2,1,2,No,996.0,1728.0,1479.0,513.0,264.0
No,Cash Back,Letter,Low,1,No,High,1,1,3,Yes,1004.5,1892.0,1293.0,600.0,233.0
Yes,Cash Back,Postcard,High,2,No,Low,1,1,3,Yes,899.75,933.0,919.0,903.0,844.0
Yes,Air Miles,Postcard,Low,2,No,High,2,1,3,No,1122.25,428.0,570.0,1759.0,1732.0
No,Points,Postcard,Medium,1,Yes,High,2,1,2,Yes,667.0,648.0,610.0,702.0,708.0
No,Points,Postcard,Medium,1,No,Low,1,1,4,Yes,1157.75,721.0,1579.0,1916.0,415.0
No,Points,Letter,Medium,2,No,Medium,1,2,4,Yes,1297.5,1218.0,681.0,1470.0,1821.0
No,Air Miles,Letter,Low,1,No,High,2,2,4,Yes,797.0,341.0,1081.0,1324.0,442.0
No,Points,Postcard,Medium,1,No,Medium,3,1,3,Yes,1210.0,867.0,1263.0,1515.0,1195.0
No,Cash Back,Letter,Medium,1,No,Low,3,1,4,Yes,186.5,39.0,294.0,70.0,343.0
No,Points,Postcard,Low,1,No,High,3,1,5,No,276.0,497.0,331.0,106.0,170.0
No,Points,Postcard,Medium,2,No,Low,3,1,3,Yes,1070.25,1081.0,1267.0,1438.0,495.0
No,Air Miles,Letter,Low,1,No,Low,2,1,5,No,236.5,301.0,6.0,318.0,321.0
No,Points,Postcard,High,1,No,Medium,3,1,4,No,1081.5,1843.0,1436.0,613.0,434.0
No,Points,Postcard,Medium,1,No,High,2,1,4,Yes,963.25,1604.0,1051.0,700.0,498.0
No,Air Miles,Letter,Medium,1,No,High,2,1,2,Yes,1056.5,1332.0,837.0,1127.0,930.0
No,Points,Postcard,Medium,1,No,High,3,1,5,No,183.0,196.0,239.0,117.0,180.0
No,Cash Back,Postcard,Low,2,No,Low,1,1,3,Yes,1145.25,859.0,1470.0,1327.0,925.0
No,Points,Letter,High,1,Yes,High,2,2,2,Yes,1197.75,1277.0,881.0,867.0,1766.0
No,Cash Back,Letter,Medium,2,No,High,2,1,3,No,1138.25,1402.0,473.0,2194.0,484.0
No,Cash Back,Postcard,Medium,2,No,Medium,1,1,1,No,1160.0,1042.0,974.0,805.0,1819.0
No,Cash Back,Letter,Medium,2,Yes,Medium,2,1,4,Yes,879.75,1713.0,1102.0,531.0,173.0
No,Cash Back,Letter,Low,1,No,High,3,2,2,Yes,949.75,1718.0,1128.0,835.0,118.0
No,Points,Postcard,Low,1,No,High,3,2,4,No,888.75,1567.0,1070.0,548.0,370.0
No,Points,Letter,Low,1,No,High,1,1,4,No,327.25,246.0,412.0,261.0,390.0
No,Air Miles,Postcard,Low,2,No,High,1,1,3,Yes,1064.25,60.0,1193.0,1085.0,1919.0
Yes,Points,Postcard,Low,2,No,Low,1,1,2,No,1126.0,1943.0,1071.0,469.0,1021.0
No,Cash Back,Postcard,Medium,1,No,Low,4,1,3,No,1095.75,497.0,583.0,1420.0,1883.0
No,Points,Postcard,Medium,1,No,Low,2,1,2,Yes,879.0,591.0,457.0,967.0,1501.0
No,Air Miles,Letter,Medium,2,No,Low,1,1,3,No,762.25,630.0,800.0,968.0,651.0
No,Air Miles,Postcard,High,1,No,High,2,1,4,No,969.5,105.0,1606.0,1548.0,619.0
No,Cash Back,Postcard,High,2,No,Low,2,2,5,No,1248.5,950.0,936.0,1967.0,1141.0
No,Cash Back,Letter,Low,1,No,Low,2,1,3,No,1443.5,1475.0,1124.0,1747.0,1428.0
No,Points,Letter,Medium,2,No,Medium,3,1,5,Yes,1087.25,504.0,1203.0,1380.0,1262.0
Yes,Air Miles,Letter,Medium,1,No,Low,1,3,4,Yes,1159.75,384.0,1786.0,1597.0,872.0
No,Cash Back,Letter,Medium,1,Yes,Medium,1,1,3,Yes,1313.5,583.0,1126.0,2269.0,1276.0
No,Air Miles,Postcard,Low,1,No,High,4,1,3,No,1356.0,791.0,1242.0,2059.0,1332.0
No,Cash Back,Postcard,High,2,Yes,High,1,1,5,No,1109.75,797.0,614.0,1423.0,1605.0
No,Points,Postcard,High,2,Yes,Medium,2,1,3,Yes,268.0,360.0,25.0,423.0,264.0
No,Air Miles,Letter,High,1,No,Low,1,1,2,No,992.75,1784.0,1112.0,590.0,485.0
No,Cash Back,Letter,Low,1,No,High,2,2,5,Yes,1196.75,275.0,994.0,1341.0,2177.0
No,Air Miles,Postcard,Medium,1,Yes,Medium,1,1,2,Yes,1034.25,414.0,628.0,1783.0,1312.0
No,Cash Back,Postcard,Medium,1,No,High,1,1,5,No,1058.5,1468.0,1779.0,495.0,492.0
No,Points,Letter,Low,1,No,High,1,1,4,No,844.25,855.0,754.0,970.0,798.0
No,Points,Letter,Low,1,No,Low,1,1,5,No,1442.75,1373.0,997.0,1556.0,1845.0
No,Cash Back,Postcard,High,1,No,Low,1,1,3,Yes,1160.5,241.0,1377.0,1600.0,1424.0
No,Points,Letter,Medium,1,Yes,Low,2,1,2,No,1324.0,843.0,1538.0,1580.0,1335.0
No,Air Miles,Postcard,High,1,No,Low,2,1,6,No,658.5,527.0,679.0,748.0,680.0
No,Air Miles,Letter,Low,1,No,Medium,1,1,3,Yes,1011.25,440.0,1302.0,1376.0,927.0
No,Points,Letter,Medium,1,No,Low,1,2,3,Yes,1138.75,501.0,783.0,1570.0,1701.0
No,Cash Back,Letter,High,2,No,Low,1,1,3,Yes,723.75,699.0,571.0,803.0,822.0
No,Air Miles,Postcard,Low,1,Yes,High,3,1,2,Yes,660.0,607.0,511.0,908.0,614.0
No,Air Miles,Letter,Medium,1,No,High,2,1,2,Yes,859.5,1573.0,1005.0,751.0,109.0
No,Air Miles,Letter,Medium,1,No,Medium,3,1,2,Yes,651.0,578.0,617.0,664.0,745.0
Yes,Points,Postcard,Low,1,No,Low,2,1,6,Yes,1079.75,876.0,1560.0,1388.0,495.0
No,Points,Postcard,Low,1,No,High,1,1,3,Yes,1169.75,1663.0,1664.0,928.0,424.0
No,Points,Postcard,High,1,No,High,2,1,3,No,992.25,1765.0,1084.0,682.0,438.0
No,Air Miles,Letter,Medium,1,No,Medium,1,1,2,Yes,1012.5,1695.0,1073.0,994.0,288.0
No,Air Miles,Postcard,Medium,2,No,Low,2,1,3,Yes,1191.5,917.0,1268.0,2026.0,555.0
No,Cash Back,Letter,Medium,2,No,High,3,1,5,Yes,832.5,892.0,788.0,809.0,841.0
No,Cash Back,Letter,High,1,Yes,High,1,1,3,Yes,1297.0,975.0,1665.0,2118.0,430.0
No,Air Miles,Letter,Medium,2,No,Low,2,1,2,Yes,1082.5,486.0,1376.0,1503.0,965.0
Yes,Points,Postcard,Low,1,No,High,2,1,3,Yes,1023.0,1656.0,1476.0,557.0,403.0
No,Points,Letter,Low,1,No,Low,1,1,3,Yes,1060.5,1806.0,1395.0,813.0,228.0
